FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,geometry
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b30,Centrale,Blitta,Blitta 3,Katchenkè,Katchinké ,Pépinière de Katchinké ,Nsp ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2022,Prive - individuel,POINT (0.7349863190622794 8.197998513211477)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b31,Centrale,Blitta,Blitta 3,Katchenkè, KATCHENKE ,Pépinière de Katchenke ,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,Prive - individuel,POINT (0.702255 8.202693333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b32,Centrale,Mô,Mô 1,Boulohou,LIMBRI,Pépinière Fre,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2007,Prive - individuel,POINT (0.801955 8.702655)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b33,Centrale,Sotouboua,Sotouboua 1,Sotouboua, TCHITCHAO,Kpassagda ,Tchitchao ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (0.9888183333333332 8.559121666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b34,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TCHITCHAO,Waibena,Tchitchao,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (1.0187150416163795 8.559386995617274)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b35,Centrale,Sotouboua,Sotouboua 2,Tittigbe,TETEROU ,Pépinière Palitchala,Titigbe/teterou,"{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - individuel,POINT (1.1483033333333335 8.623153333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b36,Centrale,Sotouboua,Sotouboua 2,Aouda,Alabade,Pépinière Alabade,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2022,Prive - entreprise,POINT (1.0523183333333332 8.726128333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b37,Centrale,Sotouboua,Sotouboua 2,Kériadé,KATCHALIKADI,Pépinière Dieu Bénit,Katchalikadi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - Collectivite coutumiere,POINT (0.856155 8.700510000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b38,Centrale,Sotouboua,Sotouboua 2,Adjengré,TCHAOU,Marbowou,Adjengre -dépôt ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,Prive - individuel,POINT (1.01352 8.645678333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b39,Centrale,Mô,Mô 2,Saïboudè,GBANZAMBADE,Espoir ,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2018,Prive - individuel,POINT (0.4889616666666667 8.598345)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3a,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Lawayi,Pépinière de lawayi,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,Prive - individuel,POINT (0.9638640292787735 8.38246758132658)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3b,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,KPARATAO,Albani,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Samedi,jeudi,Dimanche}",2016,Prive - Collectivite coutumiere,POINT (1.191015 8.950078333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3c,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,KPARATAO ,Essowavakou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - Collectivite coutumiere,POINT (1.1911166666666666 8.951195)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3d,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,SADA1,Essofale,Kadambara,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.2436216666666666 8.792978333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3e,Centrale,Tchamba,Tchamba 3,Kaboli,ANGOSSO,Développement Solidarite Afrique,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (1.6062816666666668 8.729629999999998)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b3f,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,TCHALO,Pépinière Unité de Foresterie Appliquée (UFA),Ufatogo@gmail.com,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (1.1180016666666668 8.9336)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b40,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,TOMBOÏSSI,Pépinière Tomboïssi,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,Prive - individuel,POINT (1.1341433333333333 8.910068333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b41,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Tchalo,L'arbre Sauve la Vie,Au Bord du Goudron National Numéro 1 à 100m du Fakala ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.0998416666666666 8.913905)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b42,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,TCHALO,Pepiniere Dieu estGrand ,Pepiniere Fruitiere Dieu est Grand-tchalo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - individuel,POINT (1.12067 8.935875000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b43,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,KOLINA,Essossina,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (1.14566 9.108318333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b44,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),KOMAH,Essodoguedowe,Komah,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2016,Prive - entreprise,POINT (1.1466888487036349 8.97570015623469)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b45,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BAMABODOLO,DSF,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2006,Prive - individuel,POINT (1.12099 9.004353333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b46,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BAMABODOLO ,Pepiniere Pont-bassar,Pont Bassar -bamabodolo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1990,Prive - individuel,POINT (1.1201233333333334 9.00436)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b47,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TCHAVADE ,Albarka ,Tchavade ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,Prive - entreprise,POINT (1.1938766666666667 9.008258333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b48,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,KASSENA,Planete Verte,Nsp,"{Samedi,Dimanche,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1994,Prive - individuel,POINT (1.0737667857082929 8.861071828613724)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b49,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,KASSENA,Pépinière Oxygène ,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2003,Prive - individuel,POINT (1.079535 8.878106666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4a,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,KASSENA-PONT ,Pepiniere CFIJ-togo,"Bp 365 Sokode, Carrefour Route Kpalafoulassi-route Nationale","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (1.0894033333333333 8.914733333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4b,Kara,Binah,Binah 1,Pitikita,KADARA,Kpema,91329040,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - individuel,POINT (1.2956299999999998 9.751585)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4c,Kara,Binah,Binah 1,Pitikita,KADARA,Pépinière Kawi,93929985,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2000,Prive - individuel,POINT (1.2853033333333332 9.749781666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4d,Kara,Binah,Binah 1,Pitikita,KADARA,Pépinière Kpata,91346699,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (1.2840266666666666 9.750125)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4e,Kara,Binah,Binah 1,Pitikita,KADARA,Jardin de Awouri,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - Collectivite coutumiere,POINT (1.2941533333333333 9.755141666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b4f,Kara,Binah,Binah 1,Pitikita,KADARA,Jardin de Balouwa,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,Prive - individuel,POINT (1.288415 9.750285)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b50,Kara,Binah,Binah 1,Pitikita,KADARA,Jardin de Baloua,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,Prive - individuel,POINT (1.2871766666666666 9.750186666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b51,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Sema ,92545146,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,Prive - individuel,POINT (1.2794566666666665 9.704244999999998)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b52,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin deandema ,91355576,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2014,Prive - individuel,POINT (1.2798083333333334 9.70333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b53,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Toabalo,90421592,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2009,Prive - individuel,POINT (1.2814866666666667 9.703055)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b54,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Ouro,91353613,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,Prive - individuel,POINT (1.2822666574732688 9.703136773341368)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b55,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Nkpe ,92870630,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,Prive - individuel,POINT (1.282615 9.700468333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b56,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Bleza ,90320483,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,Prive - individuel,POINT (1.2831383333333333 9.700636666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b57,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin Djarou,91620949,"{Lundi,Mardi,jeudi,Vendredi,Samedi}",2005,Prive - individuel,POINT (1.2806983333333333 9.703681666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b58,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Jardin deandema,90735150 ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,Prive - individuel,POINT (1.2772316666666665 9.706718333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b59,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA ,Jardin Sodo,98563750,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2010,Prive - individuel,POINT (1.2786016666666666 9.706336666666665)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5a,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA ,Jardin Bamissa ,98198776,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2016,Prive - individuel,POINT (1.2764233333333335 9.715128333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5b,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA ,Jardin Litika,91892369,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,Prive - individuel,POINT (1.2761583333333335 9.712243333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5c,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Yayame,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.2792383333333333 9.704825)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5d,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Bokalabou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,Prive - individuel,POINT (1.2810033333333335 9.703048333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5e,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière Ayake,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (1.2817433333333335 9.702656666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b5f,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Ayaki,Nsp,"{Lundi,Mercredi,jeudi,Mardi,Vendredi,Samedi,Dimanche}",2016,Prive - individuel,POINT (1.2818316666666665 9.702521666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b60,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de  deandema,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (1.2818620299124033 9.702586616554067)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b61,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Pitaki,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - individuel,POINT (1.2826083333333334 9.700268333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b62,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de N'kpai,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (1.2828366666666668 9.701643333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b63,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Patchirimsipa,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,Prive - individuel,POINT (1.27826 9.70767)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b64,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Tchansi,92476067,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (1.2765783333333334 9.714795)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b65,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Fade,91212414,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,Prive - individuel,POINT (1.27666 9.713706666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b66,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Possisso,91847371,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.2760166666666668 9.71185)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b67,Kara,Binah,Binah 1,Lama-Dessi,TCHIKAWA,Pépinière de Tchansi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,Prive - individuel,POINT (1.2764383333333331 9.71278)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b68,Kara,Binah,Binah 1,Lama-Dessi, SOMSIA,Jardin Kaleba,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2014,Prive - individuel,POINT (1.3054704386446934 9.708885113252776)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b69,Kara,Binah,Binah 1,Pagouda,Somsia,Ali,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (1.3116458860220026 9.712933839086372)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6a,Kara,Binah,Binah 1,Pagouda,Somsia,Lokou,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001-2002,Prive - individuel,POINT (1.309255 9.710616666666665)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6b,Kara,Binah,Binah 1,Pagouda,Somsia,Ali,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - individuel,POINT (1.3101966666666667 9.710558333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6c,Kara,Binah,Binah 1,Pagouda,Somsia,Koumoukoum,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (1.3101783333333332 9.712259999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6d,Kara,Binah,Binah 1,Pagouda,Somsia,Kamala,Somsia,"{Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.3109236994108193 9.712300104157316)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6e,Kara,Binah,Binah 1,Pagouda,Somsia,Kawila,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,Prive - individuel,POINT (1.310575 9.712553333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b6f,Kara,Binah,Binah 1,Pagouda,Somsia,Hanga,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2019,Prive - individuel,POINT (1.3110534903796236 9.712741728967812)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b70,Kara,Binah,Binah 1,Pagouda,Somsia,Koumoukoum,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (1.310905 9.713441666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b71,Kara,Binah,Binah 1,Pagouda,Somsia,Yeneka,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (1.3107532994685147 9.713076192026538)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b72,Kara,Binah,Binah 1,Pagouda,Somsia,Apete,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,Prive - individuel,POINT (1.312404638198567 9.713936430986914)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b73,Kara,Binah,Binah 1,Pagouda,Somsia,Tchilabalo,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2002,Prive - individuel,POINT (1.3109783333333334 9.713815)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b74,Kara,Binah,Binah 1,Pagouda,Somsia,Koumanam,Somsia,"{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2007,Prive - individuel,POINT (1.3139532413883983 9.712280973416457)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b75,Kara,Binah,Binah 1,Pagouda,Somsia,Abemouwe,Somsia,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2002,Prive - individuel,POINT (1.3057709813609266 9.70383124614751)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b76,Kara,Binah,Binah 1,Pagouda,KAWA,Pépinière deadema,93952857,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,Prive - individuel,POINT (1.2894766666666666 9.73631)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b77,Kara,Binah,Binah 1,Pagouda,KAWA,Pépinière Donklam,70842427,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (1.2900516666666666 9.736838333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b78,Kara,Binah,Binah 1,Pagouda,KAWA,Pépinière deabalo,91910970,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,Prive - individuel,POINT (1.2902566666666668 9.736898333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b79,Kara,Binah,Binah 1,Pagouda,KAWA,Pépinière lemou,96964041,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,Prive - individuel,POINT (1.288915 9.736015)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7a,Kara,Binah,Binah 1,Pagouda,KAWA,Pépinière Aloba,91224521,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,Prive - individuel,POINT (1.2898500000000002 9.736521666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7b,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Kawoula,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2003,Prive - individuel,POINT (1.310642388220012 9.710684023627)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7c,Kara,Binah,Binah 1,Pagouda,KADJANGA ,Abalo,92286606,"{Dimanche,Samedi,Vendredi,jeudi,Mardi,Lundi}",2020,Prive - individuel,POINT (1.3589783333333334 9.724788333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7d,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Poyodi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,autre,POINT (1.3084607143267446 9.710624991883604)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7e,Kara,Binah,Binah 1,Pagouda,SOMSIA,Jardin Payodi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,Prive - individuel,POINT (1.3107382372712149 9.709076432853731)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b7f,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Kakona,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - individuel,POINT (1.3099027512432957 9.713163759217688)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b80,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Batebana,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,Prive - individuel,POINT (1.310766936790996 9.71629659833168)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b81,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Batebana,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2000,Prive - individuel,POINT (1.310289940090496 9.714423255712104)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b82,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Tchilabalo,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2003,Prive - individuel,POINT (1.3116725819503234 9.715064167081758)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b83,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Pedessinam,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,Prive - individuel,POINT (1.3125477025593055 9.71758623704172)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2b84,Kara,Binah,Binah 1,Pagouda, SOMSIA,Jardin Assignam,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2004,Prive - individuel,POINT (1.3096103817235438 9.7265049500027)
